ID;symboling;name;fueltypes;aspiration;doornumbers;carbody;drivewheels;enginelocation;wheelbase;carlength;carwidth;carheight;curbweight;enginetype;cylindernumber;enginesize;fuelsystem;boreratio;stroke;compressionratio;horsepower;peakrpm;citympg;highwaympg;price
379;-1;toyota corolla;gas;std;four;sedan;fwd;front;1024;1756;665;549;2326;ohc;four;122;mpfi;331;354;87;92;4200;29;34;8948
380;-1;toyota celica gt;diesel;turbo;four;sedan;fwd;front;1024;1756;665;549;2480;ohc;four;110;idi;327;335;225;73;4500;30;33;10698
381;-1;toyota corona;gas;std;four;hatchback;fwd;front;1024;1756;665;539;2414;ohc;four;122;mpfi;331;354;87;92;4200;27;32;9988
382;-1;toyota corolla;gas;std;four;sedan;fwd;front;1024;1756;665;549;2414;ohc;four;122;mpfi;331;354;87;92;4200;27;32;10898
383;-1;toyota mark ii;gas;std;four;hatchback;fwd;front;1024;1756;665;539;2458;ohc;four;122;mpfi;331;354;87;92;4200;27;32;11248
384;3;toyota corolla liftback;gas;std;two;hatchback;rwd;front;1029;1835;677;52;2976;dohc;six;171;mpfi;327;335;93;161;5200;20;24;16558
385;3;toyota corona;gas;std;two;hatchback;rwd;front;1029;1835;677;52;3016;dohc;six;171;mpfi;327;335;93;161;5200;19;24;15998
386;-1;toyota starlet;gas;std;four;sedan;rwd;front;1045;1878;665;541;3131;dohc;six;171;mpfi;327;335;92;156;5200;20;24;15690
387;-1;toyouta tercel;gas;std;four;wagon;rwd;front;1045;1878;665;541;3151;dohc;six;161;mpfi;327;335;92;156;5200;19;24;15750
388;2;vokswagen rabbit;diesel;std;two;sedan;fwd;front;973;1717;655;557;2261;ohc;four;97;idi;301;34;23;52;4800;37;46;7775
389;2;volkswagen 1131 deluxe sedan;gas;std;two;sedan;fwd;front;973;1717;655;557;2209;ohc;four;109;mpfi;319;34;9;85;5250;27;34;7975
390;2;volkswagen model 111;diesel;std;four;sedan;fwd;front;973;1717;655;557;2264;ohc;four;97;idi;301;34;23;52;4800;37;46;7995
391;2;volkswagen type 3;gas;std;four;sedan;fwd;front;973;1717;655;557;2212;ohc;four;109;mpfi;319;34;9;85;5250;27;34;8195
392;2;volkswagen 411 (sw);gas;std;four;sedan;fwd;front;973;1717;655;557;2275;ohc;four;109;mpfi;319;34;9;85;5250;27;34;8495
393;2;volkswagen super beetle;diesel;turbo;four;sedan;fwd;front;973;1717;655;557;2319;ohc;four;97;idi;301;34;23;68;4500;37;42;9495
394;2;volkswagen dasher;gas;std;four;sedan;fwd;front;973;1717;655;557;2300;ohc;four;109;mpfi;319;34;10;100;5500;26;32;9995
395;3;vw dasher;gas;std;two;convertible;fwd;front;945;1593;642;556;2254;ohc;four;109;mpfi;319;34;85;90;5500;24;29;11595
396;3;vw rabbit;gas;std;two;hatchback;fwd;front;945;1657;64;514;2221;ohc;four;109;mpfi;319;34;85;90;5500;24;29;9980
397;0;volkswagen rabbit;gas;std;four;sedan;fwd;front;1004;1802;669;551;2661;ohc;five;136;mpfi;319;34;85;110;5500;19;24;13295
398;0;volkswagen rabbit custom;diesel;turbo;four;sedan;fwd;front;1004;1802;669;551;2579;ohc;four;97;idi;301;34;23;68;4500;33;38;13845
399;0;volkswagen dasher;gas;std;four;wagon;fwd;front;1004;1831;669;551;2563;ohc;four;109;mpfi;319;34;9;88;5500;25;31;12290
400;-2;volvo 145e (sw);gas;std;four;sedan;rwd;front;1043;1888;672;562;2912;ohc;four;141;mpfi;378;315;95;114;5400;23;28;12940
401;-1;volvo 144ea;gas;std;four;wagon;rwd;front;1043;1888;672;575;3034;ohc;four;141;mpfi;378;315;95;114;5400;23;28;13415
402;-2;volvo 244dl;gas;std;four;sedan;rwd;front;1043;1888;672;562;2935;ohc;four;141;mpfi;378;315;95;114;5400;24;28;15985
403;-1;volvo 245;gas;std;four;wagon;rwd;front;1043;1888;672;575;3042;ohc;four;141;mpfi;378;315;95;114;5400;24;28;16515
404;-2;volvo 264gl;gas;turbo;four;sedan;rwd;front;1043;1888;672;562;3045;ohc;four;130;mpfi;362;315;75;162;5100;17;22;18420
405;-1;volvo diesel;gas;turbo;four;wagon;rwd;front;1043;1888;672;575;3157;ohc;four;130;mpfi;362;315;75;162;5100;17;22;18950
406;-1;volvo 145e (sw);gas;std;four;sedan;rwd;front;1091;1888;689;555;2952;ohc;four;141;mpfi;378;315;95;114;5400;23;28;16845
407;-1;volvo 144ea;gas;turbo;four;sedan;rwd;front;1091;1888;688;555;3049;ohc;four;141;mpfi;378;315;87;160;5300;19;25;19045
408;-1;volvo 244dl;gas;std;four;sedan;rwd;front;1091;1888;689;555;3012;ohcv;six;173;mpfi;358;287;88;134;5500;18;23;21485
409;-1;volvo 246;diesel;turbo;four;sedan;rwd;front;1091;1888;689;555;3217;ohc;six;145;idi;301;34;23;106;4800;26;27;22470
410;-1;volvo 264gl;gas;turbo;four;sedan;rwd;front;1091;1888;689;555;3062;ohc;four;141;mpfi;378;315;95;114;5400;19;25;22625
411;3;alfa-romero giulia;gas;std;two;convertible;rwd;front;886;1688;641;488;2548;dohc;four;130;mpfi;347;268;9;111;5000;21;27;13495
412;3;alfa-romero stelvio;gas;std;two;convertible;rwd;front;886;1688;641;488;2548;dohc;four;130;mpfi;347;268;9;111;5000;21;27;16500
413;1;alfa-romero Quadrifoglio;gas;std;two;hatchback;rwd;front;945;1712;655;524;2823;ohcv;six;152;mpfi;268;347;9;154;5000;19;26;16500
414;2;audi 100 ls;gas;std;four;sedan;fwd;front;998;1766;662;543;2337;ohc;four;109;mpfi;319;34;10;102;5500;24;30;13950
415;2;audi 100ls;gas;std;four;sedan;4wd;front;994;1766;664;543;2824;ohc;five;136;mpfi;319;34;8;115;5500;18;22;17450
416;2;audi fox;gas;std;two;sedan;fwd;front;998;1773;663;531;2507;ohc;five;136;mpfi;319;34;85;110;5500;19;25;15250
417;1;audi 100ls;gas;std;four;sedan;fwd;front;1058;1927;714;557;2844;ohc;five;136;mpfi;319;34;85;110;5500;19;25;17710
418;1;audi 5000;gas;std;four;wagon;fwd;front;1058;1927;714;557;2954;ohc;five;136;mpfi;319;34;85;110;5500;19;25;18920
419;1;audi 4000;gas;turbo;four;sedan;fwd;front;1058;1927;714;559;3086;ohc;five;131;mpfi;313;34;83;140;5500;17;20;23875
420;0;audi 5000s (diesel);gas;turbo;two;hatchback;4wd;front;995;1782;679;52;3053;ohc;five;131;mpfi;313;34;7;160;5500;16;22;17859167
421;2;bmw 320i;gas;std;two;sedan;rwd;front;1012;1768;648;543;2395;ohc;four;108;mpfi;35;28;88;101;5800;23;29;16430
422;0;bmw 320i;gas;std;four;sedan;rwd;front;1012;1768;648;543;2395;ohc;four;108;mpfi;35;28;88;101;5800;23;29;16925
423;0;bmw x1;gas;std;two;sedan;rwd;front;1012;1768;648;543;2710;ohc;six;164;mpfi;331;319;9;121;4250;21;28;20970
424;0;bmw x3;gas;std;four;sedan;rwd;front;1012;1768;648;543;2765;ohc;six;164;mpfi;331;319;9;121;4250;21;28;21105
425;1;bmw z4;gas;std;four;sedan;rwd;front;1035;189;669;557;3055;ohc;six;164;mpfi;331;319;9;121;4250;20;25;24565
426;0;bmw x4;gas;std;four;sedan;rwd;front;1035;189;669;557;3230;ohc;six;209;mpfi;362;339;8;182;5400;16;22;30760
427;0;bmw x5;gas;std;two;sedan;rwd;front;1035;1938;679;537;3380;ohc;six;209;mpfi;362;339;8;182;5400;16;22;41315
428;0;bmw x3;gas;std;four;sedan;rwd;front;110;197;709;563;3505;ohc;six;209;mpfi;362;339;8;182;5400;15;20;36880
429;2;chevrolet impala;gas;std;two;hatchback;fwd;front;884;1411;603;532;1488;ohc;three;61;2bbl;291;303;95;48;5100;47;53;5151
430;1;chevrolet monte carlo;gas;std;two;hatchback;fwd;front;945;1559;636;52;1874;ohc;four;90;2bbl;303;311;96;70;5400;38;43;6295
431;0;chevrolet vega 2300;gas;std;four;sedan;fwd;front;945;1588;636;52;1909;ohc;four;90;2bbl;303;311;96;70;5400;38;43;6575
432;1;dodge rampage;gas;std;two;hatchback;fwd;front;937;1573;638;508;1876;ohc;four;90;2bbl;297;323;941;68;5500;37;41;5572
433;1;dodge challenger se;gas;std;two;hatchback;fwd;front;937;1573;638;508;1876;ohc;four;90;2bbl;297;323;94;68;5500;31;38;6377
434;1;dodge d200;gas;turbo;two;hatchback;fwd;front;937;1573;638;508;2128;ohc;four;98;mpfi;303;339;76;102;5500;24;30;7957
435;1;dodge monaco (sw);gas;std;four;hatchback;fwd;front;937;1573;638;506;1967;ohc;four;90;2bbl;297;323;94;68;5500;31;38;6229
436;1;dodge colt hardtop;gas;std;four;sedan;fwd;front;937;1573;638;506;1989;ohc;four;90;2bbl;297;323;94;68;5500;31;38;6692
437;1;dodge colt (sw);gas;std;four;sedan;fwd;front;937;1573;638;506;1989;ohc;four;90;2bbl;297;323;94;68;5500;31;38;7609
438;1;dodge coronet custom;gas;turbo;two;sedan;fwd;front;937;1573;638;506;2191;ohc;four;98;mpfi;303;339;76;102;5500;24;30;8558
439;-1;dodge dart custom;gas;std;four;wagon;fwd;front;1033;1746;646;598;2535;ohc;four;122;2bbl;334;346;85;88;5000;24;30;8921
440;3;dodge coronet custom (sw);gas;turbo;two;hatchback;fwd;front;959;1732;663;502;2811;ohc;four;156;mfi;36;39;7;145;5000;19;24;12964
441;2;honda civic;gas;std;two;hatchback;fwd;front;866;1446;639;508;1713;ohc;four;92;1bbl;291;341;96;58;4800;49;54;6479
442;2;honda civic cvcc;gas;std;two;hatchback;fwd;front;866;1446;639;508;1819;ohc;four;92;1bbl;291;341;92;76;6000;31;38;6855
443;1;honda civic;gas;std;two;hatchback;fwd;front;937;150;64;526;1837;ohc;four;79;1bbl;291;307;101;60;5500;38;42;5399
444;1;honda accord cvcc;gas;std;two;hatchback;fwd;front;937;150;64;526;1940;ohc;four;92;1bbl;291;341;92;76;6000;30;34;6529
445;1;honda civic cvcc;gas;std;two;hatchback;fwd;front;937;150;64;526;1956;ohc;four;92;1bbl;291;341;92;76;6000;30;34;7129
446;0;honda accord lx;gas;std;four;sedan;fwd;front;965;1634;64;545;2010;ohc;four;92;1bbl;291;341;92;76;6000;30;34;7295
447;0;honda civic 1500 gl;gas;std;four;wagon;fwd;front;965;1571;639;583;2024;ohc;four;92;1bbl;292;341;92;76;6000;30;34;7295
448;0;honda accord;gas;std;two;hatchback;fwd;front;965;1675;652;533;2236;ohc;four;110;1bbl;315;358;9;86;5800;27;33;7895
449;0;honda civic 1300;gas;std;two;hatchback;fwd;front;965;1675;652;533;2289;ohc;four;110;1bbl;315;358;9;86;5800;27;33;9095
450;0;honda prelude;gas;std;four;sedan;fwd;front;965;1754;652;541;2304;ohc;four;110;1bbl;315;358;9;86;5800;27;33;8845
451;0;honda accord;gas;std;four;sedan;fwd;front;965;1754;625;541;2372;ohc;four;110;1bbl;315;358;9;86;5800;27;33;10295
452;0;honda civic;gas;std;four;sedan;fwd;front;965;1754;652;541;2465;ohc;four;110;mpfi;315;358;9;101;5800;24;28;12945
453;1;honda civic (auto);gas;std;two;sedan;fwd;front;965;1691;66;51;2293;ohc;four;110;2bbl;315;358;91;100;5500;25;31;10345
454;0;isuzu MU-X;gas;std;four;sedan;rwd;front;943;1707;618;535;2337;ohc;four;111;2bbl;331;323;85;78;4800;24;29;6785
455;1;isuzu D-Max ;gas;std;two;sedan;fwd;front;945;1559;636;52;1874;ohc;four;90;2bbl;303;311;96;70;5400;38;43;89165
456;0;isuzu D-Max V-Cross;gas;std;four;sedan;fwd;front;945;1559;636;52;1909;ohc;four;90;2bbl;303;311;96;70;5400;38;43;89165
457;2;isuzu D-Max ;gas;std;two;hatchback;rwd;front;96;1726;652;514;2734;ohc;four;119;spfi;343;323;92;90;5000;24;29;11048
458;0;jaguar xj;gas;std;four;sedan;rwd;front;113;1996;696;528;4066;dohc;six;258;mpfi;363;417;81;176;4750;15;19;32250
459;0;jaguar xf;gas;std;four;sedan;rwd;front;113;1996;696;528;4066;dohc;six;258;mpfi;363;417;81;176;4750;15;19;35550
460;0;jaguar xk;gas;std;two;sedan;rwd;front;102;1917;706;478;3950;ohcv;twelve;326;mpfi;354;276;115;262;5000;13;17;36000
461;1;maxda rx3;gas;std;two;hatchback;fwd;front;931;1591;642;541;1890;ohc;four;91;2bbl;303;315;9;68;5000;30;31;5195
462;1;maxda glc deluxe;gas;std;two;hatchback;fwd;front;931;1591;642;541;1900;ohc;four;91;2bbl;303;315;9;68;5000;31;38;6095
463;1;mazda rx2 coupe;gas;std;two;hatchback;fwd;front;931;1591;642;541;1905;ohc;four;91;2bbl;303;315;9;68;5000;31;38;6795
464;1;mazda rx-4;gas;std;four;sedan;fwd;front;931;1668;642;541;1945;ohc;four;91;2bbl;303;315;9;68;5000;31;38;6695
465;1;mazda glc deluxe;gas;std;four;sedan;fwd;front;931;1668;642;541;1950;ohc;four;91;2bbl;308;315;9;68;5000;31;38;7395
466;3;mazda 626;gas;std;two;hatchback;rwd;front;953;169;657;496;2380;rotor;two;70;4bbl;333;3255;94;101;6000;17;23;10945
467;3;mazda glc;gas;std;two;hatchback;rwd;front;953;169;657;496;2380;rotor;two;70;4bbl;333;3255;94;101;6000;17;23;11845
468;3;mazda rx-7 gs;gas;std;two;hatchback;rwd;front;953;169;657;496;2385;rotor;two;70;4bbl;333;3255;94;101;6000;17;23;13645
469;3;mazda glc 4;gas;std;two;hatchback;rwd;front;953;169;657;496;2500;rotor;two;80;mpfi;333;3255;94;135;6000;16;23;15645
470;1;mazda 626;gas;std;two;hatchback;fwd;front;988;1778;665;537;2385;ohc;four;122;2bbl;339;339;86;84;4800;26;32;8845
471;0;mazda glc custom l;gas;std;four;sedan;fwd;front;988;1778;665;555;2410;ohc;four;122;2bbl;339;339;86;84;4800;26;32;8495
472;1;mazda glc custom;gas;std;two;hatchback;fwd;front;988;1778;665;537;2385;ohc;four;122;2bbl;339;339;86;84;4800;26;32;10595
473;0;mazda rx-4;gas;std;four;sedan;fwd;front;988;1778;665;555;2410;ohc;four;122;2bbl;339;339;86;84;4800;26;32;10245
474;0;mazda glc deluxe;diesel;std;four;sedan;fwd;front;988;1778;665;555;2443;ohc;four;122;idi;339;339;227;64;4650;36;42;10795
475;0;mazda 626;gas;std;four;hatchback;fwd;front;988;1778;665;555;2425;ohc;four;122;2bbl;339;339;86;84;4800;26;32;11245
476;0;mazda glc;gas;std;four;sedan;rwd;front;1049;175;661;544;2670;ohc;four;140;mpfi;376;316;8;120;5000;19;27;18280
477;0;mazda rx-7 gs;diesel;std;four;sedan;rwd;front;1049;175;661;544;2700;ohc;four;134;idi;343;364;22;72;4200;31;39;18344
478;-1;buick electra 225 custom;diesel;turbo;four;sedan;rwd;front;110;1909;703;565;3515;ohc;five;183;idi;358;364;215;123;4350;22;25;25552
479;-1;buick century luxus (sw);diesel;turbo;four;wagon;rwd;front;110;1909;703;587;3750;ohc;five;183;idi;358;364;215;123;4350;22;25;28248
480;0;buick century;diesel;turbo;two;hardtop;rwd;front;1067;1875;703;549;3495;ohc;five;183;idi;358;364;215;123;4350;22;25;28176
481;-1;buick skyhawk;diesel;turbo;four;sedan;rwd;front;1156;2026;717;563;3770;ohc;five;183;idi;358;364;215;123;4350;22;25;31600
482;-1;buick opel isuzu deluxe;gas;std;four;sedan;rwd;front;1156;2026;717;565;3740;ohcv;eight;234;mpfi;346;31;83;155;4750;16;18;34184
483;3;buick skylark;gas;std;two;convertible;rwd;front;966;1803;705;508;3685;ohcv;eight;234;mpfi;346;31;83;155;4750;16;18;35056
484;0;buick century special;gas;std;four;sedan;rwd;front;1209;2081;717;567;3900;ohcv;eight;308;mpfi;38;335;8;184;4500;14;16;40960
485;1;buick regal sport coupe (turbo);gas;std;two;hardtop;rwd;front;112;1992;72;554;3715;ohcv;eight;304;mpfi;38;335;8;184;4500;14;16;45400
486;1;mercury cougar;gas;turbo;two;hatchback;rwd;front;1027;1784;68;548;2910;ohc;four;140;mpfi;378;312;8;175;5000;19;24;16503
487;2;mitsubishi mirage;gas;std;two;hatchback;fwd;front;937;1573;644;508;1918;ohc;four;92;2bbl;297;323;94;68;5500;37;41;5389
488;2;mitsubishi lancer;gas;std;two;hatchback;fwd;front;937;1573;644;508;1944;ohc;four;92;2bbl;297;323;94;68;5500;31;38;6189
489;2;mitsubishi outlander;gas;std;two;hatchback;fwd;front;937;1573;644;508;2004;ohc;four;92;2bbl;297;323;94;68;5500;31;38;6669
490;1;mitsubishi g4;gas;turbo;two;hatchback;fwd;front;93;1573;638;508;2145;ohc;four;98;spdi;303;339;76;102;5500;24;30;7689
491;3;mitsubishi mirage g4;gas;turbo;two;hatchback;fwd;front;963;173;654;494;2370;ohc;four;110;spdi;317;346;75;116;5500;23;30;9959
492;3;mitsubishi g4;gas;std;two;hatchback;fwd;front;963;173;654;494;2328;ohc;four;122;2bbl;335;346;85;88;5000;25;32;8499
493;3;mitsubishi outlander;gas;turbo;two;hatchback;fwd;front;959;1732;663;502;2833;ohc;four;156;spdi;358;386;7;145;5000;19;24;12629
494;3;mitsubishi g4;gas;turbo;two;hatchback;fwd;front;959;1732;663;502;2921;ohc;four;156;spdi;359;386;7;145;5000;19;24;14869
495;3;mitsubishi mirage g4;gas;turbo;two;hatchback;fwd;front;959;1732;663;502;2926;ohc;four;156;spdi;359;386;7;145;5000;19;24;14489
496;1;mitsubishi montero;gas;std;four;sedan;fwd;front;963;1724;654;516;2365;ohc;four;122;2bbl;335;346;85;88;5000;25;32;6989
497;1;mitsubishi pajero;gas;std;four;sedan;fwd;front;963;1724;654;516;2405;ohc;four;122;2bbl;335;346;85;88;5000;25;32;8189
498;1;mitsubishi outlander;gas;turbo;four;sedan;fwd;front;963;1724;654;516;2403;ohc;four;110;spdi;317;346;75;116;5500;23;30;9279
499;-1;mitsubishi mirage g4;gas;std;four;sedan;fwd;front;963;1724;654;516;2403;ohc;four;110;spdi;317;346;75;116;5500;23;30;9279
500;1;Nissan versa;gas;std;two;sedan;fwd;front;945;1653;638;545;1889;ohc;four;97;2bbl;315;329;94;69;5200;31;37;5499
501;1;nissan gt-r;diesel;std;two;sedan;fwd;front;945;1653;638;545;2017;ohc;four;103;idi;299;347;219;55;4800;45;50;7099
502;1;nissan rogue;gas;std;two;sedan;fwd;front;945;1653;638;545;1918;ohc;four;97;2bbl;315;329;94;69;5200;31;37;6649
503;1;nissan latio;gas;std;four;sedan;fwd;front;945;1653;638;545;1938;ohc;four;97;2bbl;315;329;94;69;5200;31;37;6849
504;1;nissan titan;gas;std;four;wagon;fwd;front;945;1702;638;535;2024;ohc;four;97;2bbl;315;329;94;69;5200;31;37;7349
505;1;nissan leaf;gas;std;two;sedan;fwd;front;945;1653;638;545;1951;ohc;four;97;2bbl;315;329;94;69;5200;31;37;7299
506;1;nissan juke;gas;std;two;hatchback;fwd;front;945;1656;638;533;2028;ohc;four;97;2bbl;315;329;94;69;5200;31;37;7799
507;1;nissan latio;gas;std;four;sedan;fwd;front;945;1653;638;545;1971;ohc;four;97;2bbl;315;329;94;69;5200;31;37;7499
508;1;nissan note;gas;std;four;wagon;fwd;front;945;1702;638;535;2037;ohc;four;97;2bbl;315;329;94;69;5200;31;37;7999
509;2;nissan clipper;gas;std;two;hardtop;fwd;front;951;1624;638;533;2008;ohc;four;97;2bbl;315;329;94;69;5200;31;37;8249
510;0;nissan rogue;gas;std;four;hatchback;fwd;front;972;1734;652;547;2324;ohc;four;120;2bbl;333;347;85;97;5200;27;34;8949
511;0;nissan nv200;gas;std;four;sedan;fwd;front;972;1734;652;547;2302;ohc;four;120;2bbl;333;347;85;97;5200;27;34;9549
512;0;nissan dayz;gas;std;four;sedan;fwd;front;1004;1817;665;551;3095;ohcv;six;181;mpfi;343;327;9;152;5200;17;22;13499
513;0;nissan fuga;gas;std;four;wagon;fwd;front;1004;1846;665;561;3296;ohcv;six;181;mpfi;343;327;9;152;5200;17;22;14399
514;0;nissan otti;gas;std;four;sedan;fwd;front;1004;1846;665;551;3060;ohcv;six;181;mpfi;343;327;9;152;5200;19;25;13499
515;3;nissan teana;gas;std;two;hatchback;rwd;front;913;1707;679;497;3071;ohcv;six;181;mpfi;343;327;9;160;5200;19;25;17199
516;3;nissan kicks;gas;turbo;two;hatchback;rwd;front;913;1707;679;497;3139;ohcv;six;181;mpfi;343;327;78;200;5200;17;23;19699
517;1;nissan clipper;gas;std;two;hatchback;rwd;front;992;1785;679;497;3139;ohcv;six;181;mpfi;343;327;9;160;5200;19;25;18399
518;0;peugeot 504;gas;std;four;sedan;rwd;front;1079;1867;684;567;3020;l;four;120;mpfi;346;319;84;97;5000;19;24;11900
519;0;peugeot 304;diesel;turbo;four;sedan;rwd;front;1079;1867;684;567;3197;l;four;152;idi;37;352;21;95;4150;28;33;13200
520;0;peugeot 504 (sw);gas;std;four;wagon;rwd;front;1142;1989;684;587;3230;l;four;120;mpfi;346;319;84;97;5000;19;24;12440
521;0;peugeot 504;diesel;turbo;four;wagon;rwd;front;1142;1989;684;587;3430;l;four;152;idi;37;352;21;95;4150;25;25;13860
522;0;peugeot 504;gas;std;four;sedan;rwd;front;1079;1867;684;567;3075;l;four;120;mpfi;346;219;84;95;5000;19;24;15580
523;0;peugeot 604sl;diesel;turbo;four;sedan;rwd;front;1079;1867;684;567;3252;l;four;152;idi;37;352;21;95;4150;28;33;16900
524;0;peugeot 504;gas;std;four;wagon;rwd;front;1142;1989;684;567;3285;l;four;120;mpfi;346;219;84;95;5000;19;24;16695
525;0;peugeot 505s turbo diesel;diesel;turbo;four;wagon;rwd;front;1142;1989;684;587;3485;l;four;152;idi;37;352;21;95;4150;25;25;17075
526;0;peugeot 504;gas;std;four;sedan;rwd;front;1079;1867;684;567;3075;l;four;120;mpfi;346;319;84;97;5000;19;24;16630
527;0;peugeot 504;diesel;turbo;four;sedan;rwd;front;1079;1867;684;567;3252;l;four;152;idi;37;352;21;95;4150;28;33;17950
528;0;peugeot 604sl;gas;turbo;four;sedan;rwd;front;108;1867;683;56;3130;l;four;134;mpfi;361;321;7;142;5600;18;24;18150
529;1;plymouth fury iii;gas;std;two;hatchback;fwd;front;937;1573;638;508;1918;ohc;four;90;2bbl;297;323;94;68;5500;37;41;5572
530;1;plymouth cricket;gas;turbo;two;hatchback;fwd;front;937;1573;638;508;2128;ohc;four;98;spdi;303;339;76;102;5500;24;30;7957
531;1;plymouth fury iii;gas;std;four;hatchback;fwd;front;937;1573;638;506;1967;ohc;four;90;2bbl;297;323;94;68;5500;31;38;6229
532;1;plymouth satellite custom (sw);gas;std;four;sedan;fwd;front;937;1673;638;508;1989;ohc;four;90;2bbl;297;323;94;68;5500;31;38;6692
533;1;plymouth fury gran sedan;gas;std;four;sedan;fwd;front;937;1673;638;508;2191;ohc;four;98;2bbl;297;323;94;68;5500;31;38;7609
534;-1;plymouth valiant;gas;std;four;wagon;fwd;front;1033;1746;646;598;2535;ohc;four;122;2bbl;335;346;85;88;5000;24;30;8921
535;3;plymouth duster;gas;turbo;two;hatchback;rwd;front;959;1732;663;502;2818;ohc;four;156;spdi;359;386;7;145;5000;19;24;12764
536;3;porsche macan;gas;std;two;hatchback;rwd;front;945;1689;683;502;2778;ohc;four;151;mpfi;394;311;95;143;5500;19;27;22018
537;3;porcshce panamera;gas;std;two;hardtop;rwd;rear;895;1689;65;516;2756;ohcf;six;194;mpfi;374;29;95;207;5900;17;25;32528
538;3;porsche cayenne;gas;std;two;hardtop;rwd;rear;895;1689;65;516;2756;ohcf;six;194;mpfi;374;29;95;207;5900;17;25;34028
539;3;porsche boxter;gas;std;two;convertible;rwd;rear;895;1689;65;516;2800;ohcf;six;194;mpfi;374;29;95;207;5900;17;25;37028
540;1;porsche cayenne;gas;std;two;hatchback;rwd;front;984;1757;723;505;3366;dohcv;eight;203;mpfi;394;311;10;288;5750;17;28;314005
541;0;renault 12tl;gas;std;four;wagon;fwd;front;961;1815;665;552;2579;ohc;four;132;mpfi;346;39;87;90;5100;23;31;9295
542;2;renault 5 gtl;gas;std;two;hatchback;fwd;front;961;1768;666;505;2460;ohc;four;132;mpfi;346;39;87;90;5100;23;31;9895
543;3;saab 99e;gas;std;two;hatchback;fwd;front;991;1866;665;561;2658;ohc;four;121;mpfi;354;307;931;110;5250;21;28;11850
544;2;saab 99le;gas;std;four;sedan;fwd;front;991;1866;665;561;2695;ohc;four;121;mpfi;354;307;93;110;5250;21;28;12170
545;3;saab 99le;gas;std;two;hatchback;fwd;front;991;1866;665;561;2707;ohc;four;121;mpfi;254;207;93;110;5250;21;28;15040
546;2;saab 99gle;gas;std;four;sedan;fwd;front;991;1866;665;561;2758;ohc;four;121;mpfi;354;307;93;110;5250;21;28;15510
547;3;saab 99gle;gas;turbo;two;hatchback;fwd;front;991;1866;665;561;2808;dohc;four;121;mpfi;354;307;9;160;5500;19;26;18150
548;2;saab 99e;gas;turbo;four;sedan;fwd;front;991;1866;665;561;2847;dohc;four;121;mpfi;354;307;9;160;5500;19;26;18620
549;2;subaru;gas;std;two;hatchback;fwd;front;937;1569;634;537;2050;ohcf;four;97;2bbl;362;236;9;69;4900;31;36;5118
550;2;subaru dl;gas;std;two;hatchback;fwd;front;937;1579;636;537;2120;ohcf;four;108;2bbl;362;264;87;73;4400;26;31;7053
551;2;subaru dl;gas;std;two;hatchback;4wd;front;933;1573;638;557;2240;ohcf;four;108;2bbl;362;264;87;73;4400;26;31;7603
552;0;subaru;gas;std;four;sedan;fwd;front;972;172;654;525;2145;ohcf;four;108;2bbl;362;264;95;82;4800;32;37;7126
553;0;subaru brz;gas;std;four;sedan;fwd;front;972;172;654;525;2190;ohcf;four;108;2bbl;362;264;95;82;4400;28;33;7775
554;0;subaru baja;gas;std;four;sedan;fwd;front;972;172;654;525;2340;ohcf;four;108;mpfi;362;264;9;94;5200;26;32;9960
555;0;subaru r1;gas;std;four;sedan;4wd;front;97;172;654;543;2385;ohcf;four;108;2bbl;362;264;9;82;4800;24;25;9233
556;0;subaru r2;gas;turbo;four;sedan;4wd;front;97;172;654;543;2510;ohcf;four;108;mpfi;362;264;77;111;4800;24;29;11259
557;0;subaru trezia;gas;std;four;wagon;fwd;front;97;1735;654;53;2290;ohcf;four;108;2bbl;362;264;9;82;4800;28;32;7463
558;0;subaru tribeca;gas;std;four;wagon;fwd;front;97;1735;654;53;2455;ohcf;four;108;mpfi;362;264;9;94;5200;25;31;10198
559;0;subaru dl;gas;std;four;wagon;4wd;front;969;1736;654;549;2420;ohcf;four;108;2bbl;362;264;9;82;4800;23;29;8013
560;0;subaru dl;gas;turbo;four;wagon;4wd;front;969;1736;654;549;2650;ohcf;four;108;mpfi;362;264;77;111;4800;23;23;11694
561;1;toyota corona mark ii;gas;std;two;hatchback;fwd;front;957;1587;636;545;1985;ohc;four;92;2bbl;305;303;9;62;4800;35;39;5348
562;1;toyota corona;gas;std;two;hatchback;fwd;front;957;1587;636;545;2040;ohc;four;92;2bbl;305;303;9;62;4800;31;38;6338
563;1;toyota corolla 1200;gas;std;four;hatchback;fwd;front;957;1587;636;545;2015;ohc;four;92;2bbl;305;303;9;62;4800;31;38;6488
564;0;toyota corona hardtop;gas;std;four;wagon;fwd;front;957;1697;636;591;2280;ohc;four;92;2bbl;305;303;9;62;4800;31;37;6918
565;0;toyota corolla 1600 (sw);gas;std;four;wagon;4wd;front;957;1697;636;591;2290;ohc;four;92;2bbl;305;303;9;62;4800;27;32;7898
566;0;toyota carina;gas;std;four;wagon;4wd;front;957;1697;636;591;3110;ohc;four;92;2bbl;305;303;9;62;4800;27;32;8778
567;0;toyota mark ii;gas;std;four;sedan;fwd;front;957;1663;644;53;2081;ohc;four;98;2bbl;319;303;9;70;4800;30;37;6938
